city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
Ludden,Ludden,ND,North Dakota,Dickey,38021,58474,46.0085815,-98.1253803,23,polygon,1840000254
Monango,Monango,ND,North Dakota,Dickey,38021,58436,46.1727475,-98.5945448,36,polygon,1840000255
Oakes,Oakes,ND,North Dakota,Dickey,38021,58474,46.1385787,-98.0903794,1856,polygon,1840000256
Bowman,Bowman,ND,North Dakota,Bowman,38011,58623,46.1830618,-103.3949061,1650,polygon,1840000257
Gascoyne,Gascoyne,ND,North Dakota,Bowman,38011,58653,46.1183391,-103.0798921,16,polygon,1840000258
Rhame,Rhame,ND,North Dakota,Bowman,38011,58651,46.2325063,-103.6554735,169,polygon,1840000259
Mound City,Mound City,SD,South Dakota,Campbell,46021,57646,45.7252697,-100.0684524,71,polygon,1840000260
Claremont,Claremont,SD,South Dakota,Brown,46013,57432,45.6718976,-98.0156602,127,polygon,1840000261
Columbia,Columbia,SD,South Dakota,Brown,46013,57433,45.6130241,-98.3125979,136,polygon,1840000262
Claire City,Claire City,SD,South Dakota,Roberts,46109,57224,45.8571812,-97.1036974,76,polygon,1840000263
Corona,Corona,SD,South Dakota,Roberts,46109,57227,45.3338521,-96.7631231,109,polygon,1840000264
New Effington,New Effington,SD,South Dakota,Roberts,46109,57255,45.8563481,-96.9203579,256,polygon,1840000265
Ortley,Ortley,SD,South Dakota,Roberts,46109,57273 57256 57266,45.332183,-97.1956377,65,polygon,1840000266
Peever,Peever,SD,South Dakota,Roberts,46109,57257,45.5430163,-96.9547996,168,polygon,1840000267
Center City,Center City,MN,Minnesota,Chisago,27025,55012,45.3938525,-92.8166024,628,polygon,1840000268
Chisago City,Chisago City,MN,Minnesota,Chisago,27025,55013,45.3735757,-92.8899376,4967,polygon,1840000269
Rush City,Rush City,MN,Minnesota,Chisago,27025,55069,45.6855145,-92.9654903,3079,polygon,1840000270
Calais,Calais,ME,Maine,Washington,23029,04619,45.1889633,-67.2786039,3123,polygon,1840000271
Eastport,Eastport,ME,Maine,Washington,23029,04631,44.9061906,-66.9899785,1331,polygon,1840000272
Bowdle,Bowdle,SD,South Dakota,Edmunds,46045,57428,45.4530375,-99.6540068,502,polygon,1840000273
Pierpont,Pierpont,SD,South Dakota,Day,46037,57468,45.4955082,-97.8312098,135,polygon,1840000274
Eagle Butte,Eagle Butte,SD,South Dakota,Dewey,46041,57625,45.0024802,-101.233485,1318,polygon,1840000275
Dupree,Dupree,SD,South Dakota,Ziebach,46137,57623,45.0474815,-101.6009896,525,polygon,1840000276
Lena,Lena,WI,Wisconsin,Oconto,55083,54139,44.9511001,-88.0467693,564,polygon,1840000277
Grove City,Grove City,MN,Minnesota,Meeker,27093,56243,45.1505185,-94.6830533,635,polygon,1840000278
Lake Hallie,Lake Hallie,WI,Wisconsin,Chippewa,55017,54729 54703,44.8757938,-91.4407146,6448,polygon,1840000279
Boyd,Boyd,WI,Wisconsin,Chippewa,55017,54726,44.9519088,-91.0348656,552,polygon,1840000280
Ellsworth,Ellsworth,ME,Maine,Hancock,23009,04605,44.5434095,-68.4194642,7741,polygon,1840000281
Chelsea,Chelsea,SD,South Dakota,Faulk,46049,57465,45.1685864,-98.7395464,27,polygon,1840000282
Cresbard,Cresbard,SD,South Dakota,Faulk,46049,57435,45.1699736,-98.9484416,104,polygon,1840000283
Onaka,Onaka,SD,South Dakota,Faulk,46049,57466,45.1927553,-99.4662266,15,polygon,1840000284
Orient,Orient,SD,South Dakota,Faulk,46049,57467,44.9002537,-99.0892738,63,polygon,1840000285
Conde,Conde,SD,South Dakota,Spink,46115,57434,45.1571854,-98.0975923,140,polygon,1840000286
Doland,Doland,SD,South Dakota,Spink,46115,57436,44.8958034,-98.1006465,180,polygon,1840000287
Northville,Northville,SD,South Dakota,Spink,46115,57465,45.1555313,-98.5792629,143,polygon,1840000288
Newell,Newell,SD,South Dakota,Butte,46019,57760,44.7147082,-103.4207436,603,polygon,1840000289
Nisland,Nisland,SD,South Dakota,Butte,46019,57762,44.6730407,-103.5535258,232,polygon,1840000290
Boyceville,Boyceville,WI,Wisconsin,Dunn,55033,54725,45.0435742,-92.0410145,1086,polygon,1840000291
Clark,Clark,SD,South Dakota,Clark,46025,57225,44.877743,-97.7331411,1139,polygon,1840000292
Naples,Naples,SD,South Dakota,Clark,46025,57271,44.7716324,-97.5117492,41,polygon,1840000293
Clara City,Clara City,MN,Minnesota,Chippewa,27023,56222,44.9549593,-95.3664045,1360,polygon,1840000294
Bowler,Bowler,WI,Wisconsin,Shawano,55115,54416,44.8630295,-88.9820527,302,polygon,1840000295
Plattsburgh,Plattsburgh,NY,New York,Clinton,36019,12901 12903,44.6994873,-73.4529124,19989,polygon,1840000296
Ogdensburg,Ogdensburg,NY,New York,Saint Lawrence,36089,13669,44.6942291,-75.4863364,11128,polygon,1840000297
Clear Lake,Clear Lake,SD,South Dakota,Deuel,46039,57226,44.7457977,-96.6825584,1273,polygon,1840000298
Onida,Onida,SD,South Dakota,Sully,46119,57564,44.7080379,-100.059845,658,polygon,1840000299
Belfast,Belfast,ME,Maine,Waldo,23027,04915,44.4259092,-69.0064234,6668,polygon,1840000300
Philip,Philip,SD,South Dakota,Haakon,46055,57567,44.0394329,-101.6651441,779,polygon,1840000301
Augusta,Augusta,ME,Maine,Kennebec,23011,04330 04332 04333 04336 04338,44.3106241,-69.7794897,19136,polygon,1840000302
Gardiner,Gardiner,ME,Maine,Kennebec,23011,04345 04359,44.2300698,-69.7753222,5800,polygon,1840000303
Hallowell,Hallowell,ME,Maine,Kennebec,23011,04347,44.2859022,-69.7908786,2381,polygon,1840000304
Waterville,Waterville,ME,Maine,Kennebec,23011,04901 04903,44.5520105,-69.6317121,15722,polygon,1840000305
Zumbrota,Zumbrota,MN,Minnesota,Goodhue,27049,55992,44.294132,-92.6690806,3252,polygon,1840000306
Hobart,Hobart,WI,Wisconsin,Brown,55009,54155 54115 54313,44.499248,-88.149862,6182,polygon,1840000307
Bellevue,Bellevue,WI,Wisconsin,Brown,55009,54115 54311,44.44416,-87.920099,14570,polygon,1840000308
Suamico,Suamico,WI,Wisconsin,Brown,55009,54173 54313,44.6319369,-88.0392708,11346,polygon,1840000309
Embarrass,Embarrass,WI,Wisconsin,Waupaca,55135,54929 54933,44.6655362,-88.7073234,404,polygon,1840000310
Central City,Central City,SD,South Dakota,Lawrence,46081,57754,44.3658176,-103.772421,134,polygon,1840000311
Deadwood,Deadwood,SD,South Dakota,Lawrence,46081,57785 57732,44.376651,-103.7296416,1270,polygon,1840000312
Pierre,Pierre,SD,South Dakota,Hughes,46065,57501,44.3683156,-100.3509665,13646,polygon,1840000313
De Smet,De Smet,SD,South Dakota,Kingsbury,46077,57231,44.3874697,-97.5503541,1089,polygon,1840000314
Oldham,Oldham,SD,South Dakota,Kingsbury,46077,57051,44.2274712,-97.3078459,133,polygon,1840000315
Whittemore,Whittemore,MI,Michigan,Iosco,26069,48770,44.2336299,-83.8030424,384,polygon,1840000316
West Branch,West Branch,MI,Michigan,Ogemaw,26129,48661,44.2764083,-84.2386132,2139,polygon,1840000317
New Underwood,New Underwood,SD,South Dakota,Pennington,46103,57761,44.0933202,-102.8362824,660,polygon,1840000318
Auburn,Auburn,ME,Maine,Androscoggin,23001,04210 04211 04212 04223,44.0978509,-70.2311655,23055,polygon,1840000319
Lewiston,Lewiston,ME,Maine,Androscoggin,23001,04240 04241 04243,44.100351,-70.2147764,36592,polygon,1840000320
Lake City,Lake City,MN,Minnesota,Wabasha,27157,55041,44.4494119,-92.2668435,5063,polygon,1840000321
Rockland,Rockland,ME,Maine,Knox,23013,04841,44.1036915,-69.1089294,7297,polygon,1840000322
Oacoma,Oacoma,SD,South Dakota,Lyman,46085,57365,43.7961053,-99.3956571,451,polygon,1840000323
Colman,Colman,SD,South Dakota,Moody,46101,57017,43.9824719,-96.8144974,594,polygon,1840000324
Nunda,Nunda,SD,South Dakota,Lake,46079,57050,44.1621934,-97.0189491,43,polygon,1840000325
Minnesota City,Minnesota City,MN,Minnesota,Winona,27169,55959,44.0938521,-91.7495959,204,polygon,1840000326
Portland,Portland,ME,Maine,Cumberland,23005,04102 04101 04108 04109 04019 04103 04104 04112 04122 04123 04124,43.661471,-70.2553259,66194,polygon,1840000327
South Portland,South Portland,ME,Maine,Cumberland,23005,04106 04116,43.6414716,-70.2408811,25002,polygon,1840000328
Westbrook,Westbrook,ME,Maine,Cumberland,23005,04092 04098,43.6770252,-70.3711617,17494,polygon,1840000329
Draper,Draper,SD,South Dakota,Jones,46075,57531,43.9260994,-100.5404127,82,polygon,1840000330
Murdo,Murdo,SD,South Dakota,Jones,46075,57559,43.8883224,-100.7129143,488,polygon,1840000331
Bath,Bath,ME,Maine,Sagadahoc,23023,04530,43.9106353,-69.8206023,8514,polygon,1840000332
Little Falls,Little Falls,NY,New York,Herkimer,36043,13365,43.0434039,-74.8595958,4946,polygon,1840000333
Cottonwood,Cottonwood,SD,South Dakota,Jackson,46071,57775 57567,43.9669341,-101.9059831,9,polygon,1840000334
Endeavor,Endeavor,WI,Wisconsin,Marquette,55077,53930,43.7158123,-89.4662326,468,polygon,1840000335
Chamberlain,Chamberlain,SD,South Dakota,Brule,46015,57325 57326,43.810828,-99.3306556,2387,polygon,1840000336
Custer,Custer,SD,South Dakota,Custer,46033,57730,43.7666507,-103.5988057,2067,polygon,1840000337
Mount Vernon,Mount Vernon,SD,South Dakota,Davison,46035,57363,43.7105415,-98.2603594,462,polygon,1840000338
Colton,Colton,SD,South Dakota,Minnehaha,46099,57018,43.7860862,-96.9275557,687,polygon,1840000339
Crooks,Crooks,SD,South Dakota,Minnehaha,46099,57020,43.6646974,-96.8108859,1269,polygon,1840000340
Dell Rapids,Dell Rapids,SD,South Dakota,Minnehaha,46099,57022,43.8260842,-96.7061609,3633,polygon,1840000341
Biddeford,Biddeford,ME,Maine,York,23031,04005 04006 04007,43.4925843,-70.4533844,21277,polygon,1840000342
Saco,Saco,ME,Maine,York,23031,04072,43.5009176,-70.4428286,18482,polygon,1840000343
White Cloud,White Cloud,MI,Michigan,Newaygo,26123,49349,43.5502974,-85.7719971,1408,polygon,1840000344
Glens Falls,Glens Falls,NY,New York,Warren,36113,12801 12820,43.3095164,-73.6440058,14700,polygon,1840000345
Colome,Colome,SD,South Dakota,Tripp,46123,57528,43.2605567,-99.7151134,296,polygon,1840000346
Fulton,Fulton,NY,New York,Oswego,36075,13069,43.3228462,-76.4171585,11896,polygon,1840000347
Oswego,Oswego,NY,New York,Oswego,36075,13126,43.4553461,-76.5104973,18142,polygon,1840000348
Rome,Rome,NY,New York,Oneida,36065,13441 13440 13308 13442 13449,43.2128473,-75.4557304,33725,polygon,1840000349
Sherrill,Sherrill,NY,New York,Oneida,36065,13461,43.0736798,-75.5982354,3071,polygon,1840000350
Zilwaukee,Zilwaukee,MI,Michigan,Saginaw,26145,48604,43.4764138,-83.9205291,1658,polygon,1840000351
Algona,Algona,IA,Iowa,Kossuth,19109,50511,43.0699663,-94.233019,5560,polygon,1840000352
Dante,Dante,SD,South Dakota,Charles Mix,46023,57329,43.0386053,-98.1842432,84,polygon,1840000353
Pickstown,Pickstown,SD,South Dakota,Charles Mix,46023,57367,43.0672168,-98.5320265,201,polygon,1840000354
Chancellor,Chancellor,SD,South Dakota,Turner,46125,57015,43.3722033,-96.986997,264,polygon,1840000355
Davis,Davis,SD,South Dakota,Turner,46125,57021,43.2574838,-96.9956061,85,polygon,1840000356
Dolton,Dolton,SD,South Dakota,Turner,46125,57319,43.4908161,-97.3856189,37,polygon,1840000357
Parker,Parker,SD,South Dakota,Turner,46125,57053,43.3974827,-97.1364454,1022,polygon,1840000358
Dimock,Dimock,SD,South Dakota,Hutchinson,46067,57331,43.4741517,-97.9856277,125,polygon,1840000359
Olivet,Olivet,SD,South Dakota,Hutchinson,46067,57052,43.240824,-97.6753449,74,polygon,1840000360
Parkston,Parkston,SD,South Dakota,Hutchinson,46067,57366,43.3988755,-97.9836831,1508,polygon,1840000361
Corsica,Corsica,SD,South Dakota,Douglas,46043,57328,43.4252676,-98.4073023,592,polygon,1840000362
Delmont,Delmont,SD,South Dakota,Douglas,46043,57330,43.2674898,-98.1622978,234,polygon,1840000363
Dallas,Dallas,SD,South Dakota,Gregory,46053,57529,43.2361121,-99.517053,120,polygon,1840000364
Oelrichs,Oelrichs,SD,South Dakota,Fall River,46047,57763,43.1788648,-103.2307532,126,polygon,1840000365
Whitehall,Whitehall,MI,Michigan,Muskegon,26121,49461,43.4100107,-86.3486792,2706,polygon,1840000366
Auburn,Auburn,NY,New York,Cayuga,36011,13021 13024 13022,42.9317335,-76.5660529,27687,polygon,1840000367
Mechanicville,Mechanicville,NY,New York,Saratoga,36091,12118,42.9028547,-73.6873405,5196,polygon,1840000368
Saratoga Springs,Saratoga Springs,NY,New York,Saratoga,36091,12866,43.0831301,-73.7845651,26586,polygon,1840000369
Lockport,Lockport,NY,New York,Niagara,36063,14094 14095,43.1706128,-78.6903098,21165,polygon,1840000370
Niagara Falls,Niagara Falls,NY,New York,Niagara,36063,14303 14302 14301 14305 14304,43.0944999,-79.0567111,50193,polygon,1840000371
North Tonawanda,North Tonawanda,NY,New York,Niagara,36063,14120,43.038668,-78.8642034,31568,polygon,1840000372
Rochester,Rochester,NY,New York,Monroe,36055,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14652 14653 14692 14694,43.1547845,-77.6155568,210565,polygon,1840000373
Wyoming,Wyoming,MI,Michigan,Kent,26081,49509 49418 49519 49548 49528,42.9133602,-85.7053085,72125,polygon,1840000374
Gloversville,Gloversville,NY,New York,Fulton,36035,12078,43.0528506,-74.3437467,15665,polygon,1840000375
Johnstown,Johnstown,NY,New York,Fulton,36035,12095,43.0067399,-74.3676357,8743,polygon,1840000376
Fairmount,Fairmount,NY,New York,Onondaga,36067,13219 13031,43.0472886,-76.2385383,10224,polygon,1840000377
Syracuse,Syracuse,NY,New York,Onondaga,36067,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13220 13221 13225 13235 13244 13250 13251 13252 13261,43.0481221,-76.1474244,145170,polygon,1840000378
Clear Lake,Clear Lake,IA,Iowa,Cerro Gordo,19033,50428,43.1380151,-93.3793725,7777,polygon,1840000379
Mason City,Mason City,IA,Iowa,Cerro Gordo,19033,50401 50402,43.1535728,-93.2010367,28079,polygon,1840000380
Spencer,Spencer,IA,Iowa,Clay,19041,51301,43.1413578,-95.1444393,11233,polygon,1840000381
Charles City,Charles City,IA,Iowa,Floyd,19067,50616,43.0663613,-92.6724112,7652,polygon,1840000382
Zeeland,Zeeland,MI,Michigan,Ottawa,26139,49464,42.8125246,-86.018651,5504,polygon,1840000383
Oneida,Oneida,NY,New York,Madison,36053,13421,43.0925684,-75.6512931,11393,polygon,1840000384
Batavia,Batavia,NY,New York,Genesee,36037,14020 14021,42.9981156,-78.1875167,15465,polygon,1840000385
Buffalo,Buffalo,NY,New York,Erie,36029,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14231 14233 14240 14241 14260 14263 14264 14265 14267 14269 14270 14272 14273 14276 14280,42.8864468,-78.8783689,261310,polygon,1840000386
Lackawanna,Lackawanna,NY,New York,Erie,36029,14218,42.8256142,-78.8233664,18141,polygon,1840000387
North Sioux City,North Sioux City,SD,South Dakota,Union,46127,57049,42.5272168,-96.4830864,2530,polygon,1840000388
Fayette,Fayette,IA,Iowa,Fayette,19065,52142,42.8419255,-91.8021071,1338,polygon,1840000389
West Union,West Union,IA,Iowa,Fayette,19065,52175,42.9627564,-91.8082167,2486,polygon,1840000390
Amsterdam,Amsterdam,NY,New York,Montgomery,36057,12010,42.9386856,-74.1881858,18620,polygon,1840000391
Canandaigua,Canandaigua,NY,New York,Ontario,36069,14424,42.8742314,-77.2880382,10545,polygon,1840000392
Geneva,Geneva,NY,New York,Ontario,36069,14456,42.8689552,-76.9777436,13261,polygon,1840000393
Rensselaer,Rensselaer,NY,New York,Rensselaer,36083,12144,42.6425795,-73.742898,9392,polygon,1840000394
Schenectady,Schenectady,NY,New York,Schenectady,36093,12305 12304 12307 12308 12301 12325 12345,42.8142432,-73.9395687,66135,polygon,1840000395
Sioux Rapids,Sioux Rapids,IA,Iowa,Buena Vista,19021,50585,42.8933093,-95.1511051,775,polygon,1840000396
Storm Lake,Storm Lake,IA,Iowa,Buena Vista,19021,50588,42.6410915,-95.2097179,10600,polygon,1840000397
Rolfe,Rolfe,IA,Iowa,Pocahontas,19151,50581,42.8127501,-94.5269204,584,polygon,1840000398
Dakota City,Dakota City,IA,Iowa,Humboldt,19091,50529 50548,42.7221935,-94.1971836,843,polygon,1840000399
Humboldt,Humboldt,IA,Iowa,Humboldt,19091,50548,42.7208047,-94.2152402,4690,polygon,1840000400
Hampton,Hampton,IA,Iowa,Franklin,19069,50441,42.7419176,-93.2024233,4461,polygon,1840000401
Sheffield,Sheffield,IA,Iowa,Franklin,19069,50475,42.8933018,-93.2152022,1172,polygon,1840000402
Sumner,Sumner,IA,Iowa,Bremer,19017,50674,42.8474801,-92.0915633,2028,polygon,1840000403
Waverly,Waverly,IA,Iowa,Bremer,19017,50677,42.7258142,-92.4754626,9874,polygon,1840000404
Oneonta,Oneonta,NY,New York,Otsego,36077,13820,42.4528571,-75.0637746,13901,polygon,1840000405
O'Neill,O'Neill,NE,Nebraska,Holt,31089,68763,42.4577811,-98.6475872,3705,polygon,1840000406
Wixom,Wixom,MI,Michigan,Oakland,26125,48393,42.5247555,-83.5363268,13498,polygon,1840000407
Lawrence,Lawrence,MA,Massachusetts,Essex,25009,01843 01840 01841 01842,42.7070354,-71.1631137,76377,polygon,1840000408
Lynn,Lynn,MA,Massachusetts,Essex,25009,01905 01904 01902 01901 01903 01910,42.466763,-70.9494939,90329,polygon,1840000409
Salem,Salem,MA,Massachusetts,Essex,25009,01970 01971,42.51954,-70.8967155,41340,polygon,1840000410
Beverly,Beverly,MA,Massachusetts,Essex,25009,01915 01965,42.5584284,-70.8800491,39502,polygon,1840000411
Gloucester,Gloucester,MA,Massachusetts,Essex,25009,01930 01931,42.6159286,-70.6619888,28789,polygon,1840000412
Newburyport,Newburyport,MA,Massachusetts,Essex,25009,01950,42.8125913,-70.8772751,17416,polygon,1840000413
Peabody,Peabody,MA,Massachusetts,Essex,25009,01960 01961,42.5278731,-70.9286609,51251,polygon,1840000414
Bloomfield,Bloomfield,NE,Nebraska,Knox,31107,68718,42.5988909,-97.6456195,1028,polygon,1840000415
Mount Pleasant,Mount Pleasant,WI,Wisconsin,Racine,55101,53405 53406 53403 53177,42.697431,-87.855774,26197,polygon,1840000416
Albany,Albany,NY,New York,Albany,36001,12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12212 12214 12220 12223 12224 12225 12226 12227 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12247 12248 12249 12250 12255 12257 12260 12261 12288,42.6525793,-73.7562317,97856,polygon,1840000417
Cohoes,Cohoes,NY,New York,Albany,36001,12047,42.7742446,-73.7001187,16168,polygon,1840000418
Cortland,Cortland,NY,New York,Cortland,36023,13045,42.6011813,-76.1804843,19204,polygon,1840000419
Williamston,Williamston,MI,Michigan,Ingham,26065,48895,42.6889235,-84.2830245,3854,polygon,1840000420
Wayland,Wayland,MI,Michigan,Allegan,26005,49348,42.6739208,-85.6447438,4079,polygon,1840000421
Ponca,Ponca,NE,Nebraska,Dixon,31051,68770,42.5624971,-96.7055918,961,polygon,1840000422
North Adams,North Adams,MA,Massachusetts,Berkshire,25003,01247,42.700915,-73.1087148,13708,polygon,1840000423
Norwich,Norwich,NY,New York,Chenango,36017,13815,42.531184,-75.5235149,7190,polygon,1840000424
Everett,Everett,MA,Massachusetts,Middlesex,25017,02149,42.40843,-71.0536625,41667,polygon,1840000425
Lowell,Lowell,MA,Massachusetts,Middlesex,25017,01851 01850 01852 01854 01853,42.6334247,-71.3161718,106519,polygon,1840000426
Marlborough,Marlborough,MA,Massachusetts,Middlesex,25017,01752,42.3459271,-71.5522874,38499,polygon,1840000427
Waltham,Waltham,MA,Massachusetts,Middlesex,25017,02451 02452 02453 02454 02455,42.3764852,-71.2356113,60632,polygon,1840000428
Cambridge,Cambridge,MA,Massachusetts,Middlesex,25017,02142 02140 02141 02139 02138 02238,42.375097,-71.1056079,105162,polygon,1840000429
Malden,Malden,MA,Massachusetts,Middlesex,25017,02148,42.4250964,-71.066163,59450,polygon,1840000430
Medford,Medford,MA,Massachusetts,Middlesex,25017,02155 02153 02156,42.4184296,-71.1061639,56173,polygon,1840000431
Melrose,Melrose,MA,Massachusetts,Middlesex,25017,02176,42.4584292,-71.0661633,26983,polygon,1840000432
Newton,Newton,MA,Massachusetts,Middlesex,25017,02464 02466 02461 02460 02462 02468 02465 02467 02458 02459 02456 02495,42.3370414,-71.2092214,85146,polygon,1840000433
Worcester,Worcester,MA,Massachusetts,Worcester,25027,01608 01609 01610 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,42.2625932,-71.8022934,181045,polygon,1840000434
Fitchburg,Fitchburg,MA,Massachusetts,Worcester,25027,01420,42.5834228,-71.8022956,40318,polygon,1840000435
Gardner,Gardner,MA,Massachusetts,Worcester,25027,01440 01441,42.5750883,-71.998133,20228,polygon,1840000436
